,t1,t2,avg
B0379.1,212.604878,649.896735,431.2508065
fbxa-153,330.00000,575.00000,452.5
fbxa-154,1.550000e+02,2.125000e+02,183.75
fbxa-139,3.900000e+02,4.500000e+02,420.0
fbxa-152,5.100000e+02,5.750000e+02,542.5
rbg-3,330.00000,575.00000,452.5
B0393.3,330.00000,450.00000,390.0
B0393.4,2.125000e+02,6.500000e+02,431.25
B0393.5,510.000000,650.000000,580.0
B0393.6,5.100000e+02,5.750000e+02,542.5
B0393.7,4.500000e+02,5.100000e+02,480.0
mboa-1,155.000000,575.000000,365.0
B0395.3,450.00000,575.00000,512.5
kcnl-1,1.550000e+02,5.750000e+02,365.0
oac-1,575.0000000,650.0000000,612.5
B0457.2,1.550000e+02,4.500000e+02,302.5
B0457.4,1.550000e+02,4.500000e+02,302.5
B0457.6,330.00000,450.00000,390.0
fbxb-119,155.00000,650.00000,402.5
B0462.4,212.5000000,650.0000000,431.25
ctr-9,155.0000,575.0000,365.0
nlp-36,212.50000,575.00000,393.75
B0464.6,212.50000,270.00000,241.25
tag-342,155.00000,330.00000,242.5
B0464.9,155.00000,212.50000,183.75
B0491.1,390.00000,575.00000,482.5
lgc-20,155.000000,510.000000,332.5
B0491.5,450.0000,650.0000,550.0
B0491.6,155.0000,510.0000,332.5
B0491.7,155.0000,450.0000,302.5
thoc-7,330.0000,575.0000,452.5
B0513.4,390.000000,575.000000,482.5
B0513.5,1.550000e+02,6.500000e+02,402.5
vamp-8,5.750000e+02,6.500000e+02,612.5
exos-4.1,155.0000,575.0000,365.0
B0564.2,390.00000,650.00000,520.0
best-1,510.0000000,575.0000000,542.5
B0564.7,155.00000,650.00000,402.5
agmo-1,1.550000e+02,5.750000e+02,365.0
BE10.3,3.300000e+02,3.900000e+02,360.0
BE10.4,5.100000e+02,6.500000e+02,580.0
C01A2.1,330.00000,575.00000,452.5
C01A2.2,270.000000,650.000000,460.0
oxa-1,155.0000,575.0000,365.0
C01A2.4,155.0000,650.0000,402.5
tads-1,270.000,330.000,300.0
nlp-38,155.000000,510.000000,332.5
C01B9.1,155.0000000,650.0000000,402.5
cpna-3,155.00000,510.00000,332.5
C01F6.2,155.0000000,450.0000000,302.5
C01F6.9,510.0000,650.0000,580.0
C01G6.2,155.00000,212.50000,183.75
C01G6.3,330.0000,450.0000,390.0
C01G6.4,155.00000,575.00000,365.0
C01G6.5,212.5000,390.0000,301.25
acs-7,155.000000,575.000000,365.0
C01G6.9,450.000000,575.000000,512.5
C01G10.1,1.550000e+02,3.900000e+02,272.5
C01G10.4,1.550000e+02,4.500000e+02,302.5
C01G10.5,1.550000e+02,3.300000e+02,242.5
C01G10.6,1.550000e+02,2.125000e+02,183.75
C01G10.7,212.50000,510.00000,361.25
C01G10.8,212.5000,510.0000,361.25
C01G10.9,155.00000,330.00000,242.5
C01G10.10,390.0000,450.0000,420.0
C01G10.14,4.500000e+02,5.100000e+02,480.0
C01G10.15,4.500000e+02,6.500000e+02,550.0
C01G10.16,1.550000e+02,2.125000e+02,183.75
madf-5,575.00000,650.00000,612.5
nspb-7,3.900000e+02,5.100000e+02,450.0
C01G12.3,5.750000e+02,6.500000e+02,612.5
C01G12.5,155.0000000,510.0000000,332.5
nspb-10,510.0000000,575.0000000,542.5
C01G12.7,2.125000e+02,2.700000e+02,241.25
catp-4,3.900000e+02,4.500000e+02,420.0
nspb-8,1.550000e+02,3.900000e+02,272.5
nspb-9,575.000000,650.000000,612.5
mlt-2,155.000000,650.000000,402.5
C01H6.3,155.000000,650.000000,402.5
C01H6.4,270.000000,650.000000,460.0
cnnm-4,5.100000e+02,6.500000e+02,580.0
swsn-9,212.500,650.000,431.25
C01H6.8,330.000000,650.000000,490.0
hasp-1,155.00000,270.00000,212.5
olrn-1,155.00000,212.50000,183.75
lron-3,155.00000,450.00000,302.5
jud-4,1.550000e+02,5.750000e+02,365.0
C02F4.4,4.500000e+02,6.500000e+02,550.0
C03A3.1,330.000,450.000,390.0
C03A3.2,5.100000e+02,6.500000e+02,580.0
C03A3.3,450.0000000,575.0000000,512.5
C03C10.2,1.550000e+02,3.300000e+02,242.5
rei-1,155.00000,450.00000,302.5
C03C10.5,155.000000,510.000000,332.5
C03C10.7,1.550000e+02,2.125000e+02,183.75
C03C11.1,212.500000,575.000000,393.75
C03D6.1,212.500000,650.000000,431.25
asfl-1,212.5000000,390.0000000,301.25
lab-1,155.000000,450.000000,302.5
C03E10.1,3.900000e+02,4.500000e+02,420.0
C03E10.3,1.550000e+02,5.100000e+02,332.5
C03H12.1,575.00000,650.00000,612.5
C04A11.1,1.550000e+02,5.750000e+02,365.0
C04A11.2,212.50000,330.00000,271.25
gck-4,330.00000,650.00000,490.0
C04A11.5,5.750000e+02,6.500000e+02,612.5
C04B4.1,1.550000e+02,2.125000e+02,183.75
C04B4.2,330.0000000,390.0000000,360.0
C04B4.4,1.550000e+02,5.100000e+02,332.5
C04C11.1,1.550000e+02,5.750000e+02,365.0
arrd-25,390.0000,650.0000,520.0
C04F12.1,3.300000e+02,6.500000e+02,490.0
C04F12.5,1.550000e+02,4.500000e+02,302.5
C04F12.7,212.50000,575.00000,393.75
C04F12.8,212.500000,450.000000,331.25
rnh-1.3,1.550000e+02,3.300000e+02,242.5
ttr-39,1.550000e+02,6.500000e+02,402.5
C04G2.2,2.125000e+02,2.700000e+02,241.25
C04G2.5,4.500000e+02,5.100000e+02,480.0
spch-1,3.900000e+02,4.500000e+02,420.0
C04G2.9,212.5000000,510.0000000,361.25
C04G2.10,2.700000e+02,5.750000e+02,422.5
irld-21,1.550000e+02,2.125000e+02,183.75
C04H5.1,155.00000,575.00000,365.0
clec-147,4.500000e+02,5.100000e+02,480.0
gcy-29,1.550000e+02,6.500000e+02,402.5
C05A9.2,155.00000,510.00000,332.5
C05B5.1,2.700000e+02,3.300000e+02,300.0
C05B5.4,155.000000,510.000000,332.5
C05B5.5,5.750000e+02,6.500000e+02,612.5
C05B5.8,575.000000,650.000000,612.5
C05C9.1,330.000000,390.000000,360.0
C05C9.2,2.700000e+02,3.300000e+02,300.0
pho-10,1.550000e+02,6.500000e+02,402.5
C05C10.2,212.5000,270.0000,241.25
C05C10.3,575.00000,650.00000,612.5
pho-11,450.0000000,650.0000000,550.0
C05C10.5,155.00000,575.00000,365.0
ufd-3,155.00000,650.00000,402.5
C05C10.7,155.000000,650.000000,402.5
C05C12.1,4.500000e+02,5.750000e+02,512.5
C05C12.4,510.0000000,575.0000000,542.5
C05C12.5,155.0000000,510.0000000,332.5
C05C12.6,1.550000e+02,5.750000e+02,365.0
C05D12.1,390.000000,510.000000,450.0
C05D12.4,3.300000e+02,4.500000e+02,390.0
C05D12.5,1.550000e+02,2.125000e+02,183.75
C05E7.1,5.100000e+02,6.500000e+02,580.0
C05E7.2,1.550000e+02,5.750000e+02,365.0
C05E7.3,155.000000,650.000000,402.5
frpr-2,1.550000e+02,3.900000e+02,272.5
C05G5.1,270.0000000,510.0000000,390.0
C05G5.2,212.50000,390.00000,301.25
C05G5.3,212.50000,450.00000,331.25
sucl-1,450.0000,650.0000,550.0
C05G5.5,390.00000,575.00000,482.5
cdc-48.1,155.00000,575.00000,365.0
C06A1.2,212.614894,649.942553,431.27872349999996
C06A1.3,1.550000e+02,4.500000e+02,302.5
rpb-6,155.0000,390.0000,272.5
C06A1.6,1.550000e+02,2.125000e+02,183.75
C06A12.3,390.00000,650.00000,520.0
lact-6,510.0000000,650.0000000,580.0
C06A12.8,3.900000e+02,4.500000e+02,420.0
oac-3,5.750000e+02,6.500000e+02,612.5
cyp-35C1,510.000000,575.000000,542.5
stdh-1,155.00000,330.00000,242.5
C06B3.6,1.550000e+02,5.750000e+02,365.0
C06B3.7,5.100000e+02,5.750000e+02,542.5
nhr-150,450.0000000,575.0000000,512.5
C06B8.2,212.5000000,330.0000000,271.25
C06B8.7,155.00000,575.00000,365.0
C06C3.3,5.100000e+02,5.750000e+02,542.5
C06C3.4,1.550000e+02,2.125000e+02,183.75
C06C3.8,3.900000e+02,4.500000e+02,420.0
C06C6.8,3.900000e+02,5.100000e+02,450.0
swt-3,2.125000e+02,5.750000e+02,393.75
atp-5,450.0000,650.0000,550.0
C06H2.2,155.0000,575.0000,365.0
jmjd-5,510.00000,575.00000,542.5
folt-1,510.00000,575.00000,542.5
glb-3,450.000000,575.000000,512.5
lmtr-3,450.0000,575.0000,512.5
C06H2.7,212.5000000,270.0000000,241.25
fbxa-156,212.5000000,650.0000000,431.25
fbxa-157,4.500000e+02,5.100000e+02,480.0
C06H5.6,330.000000,650.000000,490.0
dcar-1,390.000000,575.000000,482.5
tiar-3,1.550000e+02,4.500000e+02,302.5
C07A4.2,4.500000e+02,5.750000e+02,512.5
bud-31,330.0000,575.0000,452.5
C07A9.5,212.5000000,510.0000000,361.25
ugt-60,510.000000,575.000000,542.5
set-3,330.00000,650.00000,490.0
best-5,3.900000e+02,4.500000e+02,420.0
C07A9.9,212.500000,390.000000,301.25
C07A9.10,5.750000e+02,6.500000e+02,612.5
C07B5.2,270.0000000,575.0000000,422.5
C07B5.3,4.500000e+02,5.100000e+02,480.0
C07B5.4,510.000000,650.000000,580.0
C07B5.6,212.5000000,270.0000000,241.25
C07C7.1,155.0000000,390.0000000,272.5
stip-1,390.0000,650.0000,520.0
pro-2,155.0000,450.0000,302.5
C07E3.3,510.000000,575.000000,542.5
ceh-57,450.0000000,510.0000000,480.0
ceh-58,390.00000,510.00000,450.0
C07E3.8,1.550000e+02,5.100000e+02,332.5
C07E3.9,330.0000,450.0000,390.0
C07E3.10,390.0000000,510.0000000,450.0
C07H4.1,575.000000,650.000000,612.5
ugt-17,1.550000e+02,3.900000e+02,272.5
C08B6.3,575.0000000,650.0000000,612.5
C08B6.4,155.000000,575.000000,365.0
C08B6.5,1.550000e+02,6.500000e+02,402.5
wdr-20,575.0000,650.0000,612.5
C08B6.8,155.0000,510.0000,332.5
C08B6.10,450.0000000,510.0000000,480.0
C08B6.11,575.000000,650.000000,612.5
srxa-18,4.500000e+02,5.100000e+02,480.0
swsn-7,155.0000,330.0000,242.5
arp-6,155.00000,330.00000,242.5
C08B11.8,330.000000,650.000000,490.0
C08B11.9,330.0000,575.0000,452.5
C08E8.1,1.550000e+02,6.500000e+02,402.5
C08E8.4,5.100000e+02,5.750000e+02,542.5
pfd-1,450.000,650.000,550.0
C08F8.2,212.50000,650.00000,431.25
C08F8.3,450.000000,510.000000,480.0
mboa-4,1.550000e+02,3.300000e+02,242.5
fbxb-9,155.000000,575.000000,365.0
C08F8.6,1.550000e+02,2.125000e+02,183.75
C08F8.9,155.00000,575.00000,365.0
C08F11.1,5.100000e+02,5.750000e+02,542.5
C08F11.7,2.700000e+02,3.300000e+02,300.0
ugt-22,510.000000,650.000000,580.0
ule-4,1.550000e+02,6.500000e+02,402.5
C08F11.13,450.000000,575.000000,512.5
C08H9.1,4.500000e+02,5.100000e+02,480.0
vgln-1,390.0000,650.0000,520.0
C08H9.3,270.000000,650.000000,460.0
chil-4,1.550000e+02,2.125000e+02,183.75
C08H9.15,330.000000,575.000000,452.5
C09E9.1,155.000000,450.000000,302.5
C09F9.1,155.000000,212.500000,183.75
C09F9.2,155.000000,650.000000,402.5
glna-1,330.000000,575.000000,452.5
C09F12.2,155.000000,650.000000,402.5
C09F12.3,4.500000e+02,5.100000e+02,480.0
C09G1.2,3.900000e+02,4.500000e+02,420.0
C09G1.3,270.0000000,650.0000000,460.0
C09G1.4,450.000000,510.000000,480.0
C09G1.5,212.500000,575.000000,393.75
dph-2,450.00000,650.00000,550.0
C09G5.7,155.0000000,650.0000000,402.5
mks-5,510.000000,575.000000,542.5
C09G9.1,510.0000,650.0000,580.0
npp-23,212.50000,510.00000,361.25
C09G9.3,330.000000,650.000000,490.0
C09G9.5,575.000000,650.000000,612.5
npax-4,330.0000000,450.0000000,390.0
C09H10.5,1.550000e+02,4.500000e+02,302.5
nasp-1,330.00000,510.00000,420.0
apc-17,3.300000e+02,3.900000e+02,360.0
glb-4,575.0000000,650.0000000,612.5
C09H10.10,212.50000,390.00000,301.25
pezo-1,390.0000,510.0000,450.0
C10C5.2,4.500000e+02,5.100000e+02,480.0
C10C5.3,575.000000,650.000000,612.5
C10C5.4,5.100000e+02,6.500000e+02,580.0
C10C5.5,270.000000,650.000000,460.0
C10C5.7,3.900000e+02,4.500000e+02,420.0
wht-2,212.500000,650.000000,431.25
catp-8,155.0000,390.0000,272.5
C10C6.7,212.500000,270.000000,241.25
gpx-5,155.000000,390.000000,272.5
gpx-3,330.000000,575.000000,452.5
del-8,450.0000000,510.0000000,480.0
C11E4.6,155.00000,450.00000,302.5
C11E4.7,4.500000e+02,5.100000e+02,480.0
C11E4.8,1.550000e+02,6.500000e+02,402.5
C11G6.2,1.550000e+02,2.125000e+02,183.75
C11G10.1,510.0000000,575.0000000,542.5
C11H1.2,212.50000,330.00000,271.25
C11H1.3,575.00000,650.00000,612.5
C11H1.5,1.550000e+02,2.125000e+02,183.75
C11H1.7,390.0000,510.0000,450.0
C11H1.8,5.750000e+02,6.500000e+02,612.5
cbl-1,450.000000,650.000000,550.0
C12D8.1,330.000,650.000,490.0
daf-36,155.0000000,650.0000000,402.5
fipr-8,510.000000,575.000000,542.5
C12D8.13,3.900000e+02,5.100000e+02,450.0
fipr-4,1.550000e+02,6.500000e+02,402.5
C12D8.15,1.550000e+02,5.750000e+02,365.0
fipr-7,4.500000e+02,5.100000e+02,480.0
fipr-6,5.100000e+02,5.750000e+02,542.5
C13B4.1,155.00000,650.00000,402.5
nhr-153,155.000000,650.000000,402.5
nhr-154,390.000000,575.000000,482.5
C13C4.4,270.00000,575.00000,422.5
spin-1,450.000000,510.000000,480.0
C13C4.6,5.750000e+02,6.500000e+02,612.5
C13C4.7,575.00000,650.00000,612.5
C13C12.2,155.000000,510.000000,332.5
C13G3.1,510.000000,575.000000,542.5
pptr-2,155.0000,510.0000,332.5
dohh-1,450.0000,575.0000,512.5
C14A4.3,155.0000,390.0000,272.5
C14A4.6,155.000000,450.000000,302.5
C14A4.7,330.000000,450.000000,390.0
C14A4.8,4.500000e+02,5.100000e+02,480.0
C14A4.9,212.500000,575.000000,393.75
ccm-3,390.00000,575.00000,482.5
C14A4.12,1.550000e+02,4.500000e+02,302.5
C14A4.13,155.0000000,650.0000000,402.5
mrps-22,155.0000,390.0000,272.5
clec-48,4.500000e+02,5.100000e+02,480.0
C14B1.2,270.00000,390.00000,330.0
C14B1.3,510.00000,650.00000,580.0
dph-1,330.0000,650.0000,490.0
nrde-1,450.00000,650.00000,550.0
C14B1.8,330.0000,575.0000,452.5
C14B1.9,212.5000000,575.0000000,393.75
alkb-8,575.00000,650.00000,612.5
C14B4.2,155.000000,575.000000,365.0
C14C10.1,1.550000e+02,2.125000e+02,183.75
C14C10.2,155.00000,450.00000,302.5
ril-2,450.0000,575.0000,512.5
mma-1,155.0000,450.0000,302.5
C14C10.5,155.00000,650.00000,402.5
erg-28,155.0000,390.0000,272.5
ttr-43,1.550000e+02,6.500000e+02,402.5
zipt-13,212.500000,450.000000,331.25
C14H10.2,575.000,650.000,612.5
C14H10.3,330.000000,510.000000,420.0
lgc-23,575.000000,650.000000,612.5
C15A7.2,1.550000e+02,4.500000e+02,302.5
C15A11.2,450.000000,510.000000,480.0
C15A11.4,2.125000e+02,3.900000e+02,301.25
C15A11.7,5.750000e+02,6.500000e+02,612.5
C15C6.1,212.5000000,650.0000000,431.25
C15C6.2,2.125000e+02,3.900000e+02,301.25
C15C6.3,155.0000,650.0000,402.5
C15C6.4,155.00000,450.00000,302.5
xbx-9,1.550000e+02,5.100000e+02,332.5
asp-10,1.550000e+02,5.750000e+02,365.0
C15C8.4,155.00000,575.00000,365.0
C15C8.5,1.550000e+02,5.750000e+02,365.0
C15C8.7,155.0000,330.0000,242.5
C15H7.3,3.900000e+02,5.100000e+02,450.0
C15H7.4,390.0000000,450.0000000,420.0
gnrr-2,5.100000e+02,5.750000e+02,542.5
set-31,390.00000,450.00000,420.0
rpoa-12,155.0000,450.0000,302.5
rrbs-1,450.0000,650.0000,550.0
C15H11.11,390.000000,650.000000,520.0
ocrl-1,330.00000,575.00000,452.5
C16C2.4,390.0000,510.0000,450.0
C16C10.1,212.50000,575.00000,393.75
C16C10.2,212.5000,450.0000,331.25
hrde-1,450.000000,650.000000,550.0
C16C10.4,330.0000,575.0000,452.5
rnf-121,270.0000,390.0000,330.0
ccdc-55,155.0000,450.0000,302.5
C16C10.8,330.0000,575.0000,452.5
C16C10.9,510.000000,575.000000,542.5
har-1,212.5000,450.0000,331.25
C16C10.13,2.700000e+02,5.100000e+02,390.0
C16D2.1,510.000000,575.000000,542.5
npr-4,1.550000e+02,6.500000e+02,402.5
dhhc-7,155.0000,510.0000,332.5
C17D12.7,330.00000,510.00000,420.0
C17E4.1,510.000000,575.000000,542.5
C17E4.2,155.00000,510.00000,332.5
marc-3,212.500000,650.000000,431.25
C17E4.4,155.000000,650.000000,402.5
C17E4.6,390.0000,510.0000,450.0
nkb-1,155.0000,390.0000,272.5
C17E4.10,155.0000,650.0000,402.5
ugt-23,270.00000,650.00000,460.0
nra-3,390.0000,650.0000,520.0
C17G1.5,155.00000,270.00000,212.5
cysl-1,212.50000,450.00000,331.25
C17H1.2,1.550000e+02,2.125000e+02,183.75
pals-2,2.700000e+02,3.300000e+02,300.0
pals-5,2.125000e+02,3.300000e+02,271.25
pals-8,5.100000e+02,6.500000e+02,580.0
seb-3,155.00000,450.00000,302.5
C18B12.4,450.0000,575.0000,512.5
C18B12.6,212.5000,390.0000,301.25
C18D1.2,575.0000000,650.0000000,612.5
stg-1,390.0000000,510.0000000,450.0
fbxa-136,270.000000,330.000000,300.0
C18D4.6,390.00000,575.00000,482.5
C18D11.1,330.000000,650.000000,490.0
maa-1,450.000000,650.000000,550.0
C18D11.3,212.5000,450.0000,331.25
C18D11.6,1.550000e+02,6.500000e+02,402.5
C18E9.2,575.000,650.000,612.5
C18E9.4,390.0000,650.0000,520.0
C18E9.5,575.000000,650.000000,612.5
tomm-40,155.00000,450.00000,302.5
C18E9.7,575.000000,650.000000,612.5
C18E9.8,1.550000e+02,2.125000e+02,183.75
C18E9.9,1.550000e+02,6.500000e+02,402.5
sftd-3,330.0000,575.0000,452.5
C23H4.2,212.500000,575.000000,393.75
C23H4.3,3.900000e+02,4.500000e+02,420.0
C23H4.4,212.500000,270.000000,241.25
C23H4.6,1.550000e+02,6.500000e+02,402.5
C23H4.7,450.000000,575.000000,512.5
tram-1,390.0000,450.0000,420.0
C24F3.2,212.50000,450.00000,331.25
qns-1,450.00000,575.00000,512.5
srd-74,3.300000e+02,3.900000e+02,360.0
C24H11.5,450.00000,575.00000,512.5
gbf-1,510.00000,650.00000,580.0
mdt-21,155.00000,575.00000,365.0
C25A1.1,155.00000,510.00000,332.5
C25A1.4,155.0000,390.0000,272.5
fath-1,270.00000,450.00000,360.0
nola-3,155.00000,212.50000,183.75
clec-87,155.0000,330.0000,242.5
rsa-1,212.50000,575.00000,393.75
lid-1,330.0000,575.0000,452.5
mrpl-34,155.00000,650.00000,402.5
fbxa-82,3.900000e+02,4.500000e+02,420.0
C25D7.5,1.550000e+02,6.500000e+02,402.5
otub-1,510.00000,575.00000,542.5
C25D7.9,1.550000e+02,2.125000e+02,183.75
C25D7.10,155.00000,575.00000,365.0
C25D7.15,212.50000,270.00000,241.25
C25F9.4,1.550000e+02,6.500000e+02,402.5
C25F9.5,450.000000,575.000000,512.5
C25F9.6,510.000000,575.000000,542.5
C25F9.9,4.500000e+02,6.500000e+02,550.0
C25G4.2,155.0000,650.0000,402.5
C25G4.3,575.0000,650.0000,612.5
spe-44,5.100000e+02,5.750000e+02,542.5
smz-1,3.300000e+02,4.500000e+02,390.0
C25G4.7,5.100000e+02,5.750000e+02,542.5
igdb-2,330.000000,650.000000,490.0
C26C6.4,212.5000000,650.0000000,431.25
C26C6.6,575.0000000,650.0000000,612.5
glb-8,330.00000,450.00000,390.0
C26C6.8,212.5000000,650.0000000,431.25
C26C6.9,575.00000,650.00000,612.5
C26D10.3,450.00000,650.00000,550.0
C26D10.4,212.50000,390.00000,301.25
C26D10.6,575.000000,650.000000,612.5
ceh-79,3.900000e+02,4.500000e+02,420.0
syg-2,155.0000,510.0000,332.5
C26G2.2,4.500000e+02,5.750000e+02,512.5
wdfy-3,155.0000,510.0000,332.5
C27A7.1,212.4999963,510.0000000,361.24999815
C27A7.3,3.900000e+02,5.100000e+02,450.0
C27A7.5,155.00000,650.00000,402.5
C27A7.6,1.550000e+02,4.500000e+02,302.5
C27A7.8,510.000000,575.000000,542.5
C27B7.2,155.0000,510.0000,332.5
rad-26,270.0000,510.0000,390.0
C27B7.5,155.00000,650.00000,402.5
C27B7.6,212.500000,450.000000,331.25
C27B7.7,212.50000,390.00000,301.25
C27B7.9,450.000000,575.000000,512.5
C27C7.1,155.000000,650.000000,402.5
C27C7.7,1.550000e+02,4.500000e+02,302.5
C27C12.1,575.000000,650.000000,612.5
egrh-1,155.00000,575.00000,365.0
C27C12.3,3.900000e+02,4.500000e+02,420.0
C27C12.4,212.5000,450.0000,331.25
acd-3,510.00000,575.00000,542.5
dmd-4,212.500000,450.000000,331.25
C27D8.2,4.500000e+02,5.100000e+02,480.0
C27D8.3,330.000000,650.000000,490.0
C27D8.4,155.00000,450.00000,302.5
ruvb-1,212.5000,650.0000,431.25
tofu-1,212.50000,330.00000,271.25
rmd-2,330.0000,450.0000,390.0
C27H6.8,155.0000,450.0000,302.5
C28A5.1,390.000000,510.000000,450.0
C28A5.2,155.00000,575.00000,365.0
C28A5.6,155.000000,575.000000,365.0
C28D4.7,4.500000e+02,5.100000e+02,480.0
C28D4.10,510.0000000,650.0000000,580.0
C29A12.1,212.500000,575.000000,393.75
nrx-1,575.000000,650.000000,612.5
C29A12.6,510.000000,575.000000,542.5
trpa-1,575.000000,650.000000,612.5
cutl-27,5.100000e+02,5.750000e+02,542.5
clec-231,3.900000e+02,4.500000e+02,420.0
clec-230,212.500000,510.000000,361.25
C29F3.7,212.5000000,510.0000000,361.25
best-7,3.900000e+02,5.100000e+02,450.0
C29F4.3,1.550000e+02,6.500000e+02,402.5
C29F7.1,212.500000,575.000000,393.75
C29F7.2,575.00000,650.00000,612.5
C29F7.3,450.0000,575.0000,512.5
jmjd-3.3,155.000000,650.000000,402.5
C30F2.2,212.500000,575.000000,393.75
C30F2.3,1.550000e+02,5.750000e+02,365.0
C30F2.5,450.000000,575.000000,512.5
C30H6.5,5.750000e+02,6.500000e+02,612.5
dlat-2,390.0000,650.0000,520.0
C30H6.8,212.5000,450.0000,331.25
C30H6.9,212.50000,510.00000,361.25
nlp-54,450.000000,510.000000,480.0
srbc-82,2.700000e+02,3.300000e+02,300.0
oac-6,5.750000e+02,6.500000e+02,612.5
oac-7,155.0000000,330.0000000,242.5
C31C9.2,155.00000,450.00000,302.5
fbxa-167,155.00000,390.00000,272.5
C31C9.6,1.550000e+02,2.125000e+02,183.75
C31C9.7,2.700000e+02,3.300000e+02,300.0
C31E10.4,1.550000e+02,6.500000e+02,402.5
C31E10.5,212.50000,450.00000,331.25
C31E10.6,450.00000,575.00000,512.5
cytb-5.1,155.0000,650.0000,402.5
tbc-19,450.000000,650.000000,550.0
C31G12.1,155.000000,650.000000,402.5
C31G12.4,155.0000000,510.0000000,332.5
C31H5.1,1.550000e+02,5.100000e+02,332.5
C31H5.4,450.0000,650.0000,550.0
C31H5.5,5.100000e+02,5.750000e+02,542.5
C31H5.6,155.00000000,510.00000000,332.5
C31H5.7,155.000000,650.000000,402.5
mrps-31,450.000000,575.000000,512.5
rilp-1,510.00000,650.00000,580.0
C32A9.1,4.500000e+02,6.500000e+02,550.0
C32C4.1,575.000000,650.000000,612.5
C32C4.3,450.000000,510.000000,480.0
C32H11.3,4.500000e+02,5.100000e+02,480.0
C32H11.4,212.5000000,510.0000000,361.25
C32H11.5,390.000000,650.000000,520.0
C32H11.6,3.900000e+02,4.500000e+02,420.0
C32H11.7,5.100000e+02,5.750000e+02,542.5
dod-24,1.550000e+02,6.500000e+02,402.5
nfki-1,212.50000,650.00000,431.25
C33A11.2,390.00000,575.00000,482.5
C33A12.1,212.5000,575.0000,393.75
nlp-35,212.500000,510.000000,361.25
C33A12.3,155.00000,510.00000,332.5
C33A12.4,212.50000,575.00000,393.75
ugt-21,575.000000,650.000000,612.5
ethe-1,212.50000,510.00000,361.25
gadr-2,155.000000,450.000000,302.5
ttr-9,1.550000e+02,3.300000e+02,242.5
C33A12.19,5.100000e+02,5.750000e+02,542.5
C33B4.2,510.000000,575.000000,542.5
C33B4.4,212.5000000,450.0000000,331.25
C33B4.5,4.500000e+02,5.100000e+02,480.0
C33D3.3,1.550000e+02,6.500000e+02,402.5
C33D3.5,2.700000e+02,3.300000e+02,300.0
clec-182,390.0000000,575.0000000,482.5
C33D9.3,2.125000e+02,3.300000e+02,271.25
C33D9.6,212.5000,390.0000,301.25
C33D9.8,212.50000,390.00000,301.25
lgc-21,510.000000,650.000000,580.0
C33G3.4,155.00000,510.00000,332.5
C33G3.5,1.550000e+02,2.125000e+02,183.75
C33G3.6,390.00000,575.00000,482.5
C34B4.2,1.550000e+02,3.900000e+02,272.5
C34B4.3,3.900000e+02,5.100000e+02,450.0
C34B4.4,212.5000000,650.0000000,431.25
C34B4.5,3.300000e+02,5.100000e+02,420.0
C34B7.1,270.0000000,390.0000000,330.0
C34B7.2,155.00000,450.00000,302.5
cyp-36A1,3.900000e+02,4.500000e+02,420.0
mys-4,212.50000,510.00000,361.25
C34C6.3,212.500000,650.000000,431.25
C34C6.4,155.00000,575.00000,365.0
sphk-1,575.0000,650.0000,612.5
cup-16,1.550000e+02,5.100000e+02,332.5
C34C12.2,390.0000,650.0000,520.0
pph-6,390.00000,575.00000,482.5
C34C12.4,212.50000,650.00000,431.25
rsu-1,330.0000,650.0000,490.0
C34C12.6,155.000000,450.000000,302.5
C34C12.7,212.500000,510.000000,361.25
C34C12.8,155.00000,450.00000,302.5
C34C12.9,4.500000e+02,5.100000e+02,480.0
dmd-10,4.500000e+02,5.100000e+02,480.0
C34D1.4,575.000000,650.000000,612.5
zip-5,5.750000e+02,6.500000e+02,612.5
C34E7.3,2.125000e+02,2.700000e+02,241.25
C34E7.4,155.00000,450.00000,302.5
C34E11.2,155.000000,650.000000,402.5
C34E11.4,5.100000e+02,6.500000e+02,580.0
C34F6.1,450.000000,575.000000,512.5
C34F6.5,155.00000,390.00000,272.5
C34F6.7,390.00000,450.00000,420.0
idh-2,212.5000,390.0000,301.25
C34F6.9,212.50000,390.00000,301.25
C34F6.10,155.00000,450.00000,302.5
C34F6.11,270.000000,650.000000,460.0
ugt-33,5.750000e+02,6.500000e+02,612.5
C35A5.3,4.500000e+02,5.100000e+02,480.0
C35A5.5,575.0000000,650.0000000,612.5
C35A5.6,212.4999874,575.0000000,393.7499937
dmsr-8,450.00000,650.00000,550.0
C35A5.8,330.0000,450.0000,390.0
hda-11,155.00000,212.50000,183.75
selt-1.1,510.0000,650.0000,580.0
trpp-9,575.00000,650.00000,612.5
C35C5.8,390.0000000,450.0000000,420.0
C35C5.9,5.750000e+02,6.500000e+02,612.5
C35C5.10,212.500000,450.000000,331.25
C35D6.3,5.750000e+02,6.500000e+02,612.5
C35D6.4,5.750000e+02,6.500000e+02,612.5
cyp-25A1,5.100000e+02,5.750000e+02,542.5
cyp-25A2,450.0000000,510.0000000,480.0
C36A4.4,155.00000,510.00000,332.5
cyp-25A4,1.550000e+02,5.750000e+02,365.0
acs-19,155.00000,510.00000,332.5
C36A4.10,155.00000,450.00000,302.5
rpb-3,155.0000,390.0000,272.5
prp-4,390.00000,650.00000,520.0
C36B1.6,3.900000e+02,4.500000e+02,420.0
