gene_short_name,num_cells_expressed,gene_id,status,term,estimate,std_err,test_val,p_value,normalized_effect,model_component,q_value,intercept
R02D3.7,862,WBGene00019824,OK,embryo.time,-42.015930067103,4.441967725951,-9.45885532252521,3.49759642637745e-21,-0.0058038724269419,count,2.47280067344886e-18,-1.48875868155754
pat-6,8687,WBGene00003932,OK,embryo.time,20.710504458665,0.84454052782957,24.5228071077776,1.33337463195413e-130,0.0028881672331633,count,1.20670404191849e-127,-1.24026433710424
Y66H1A.4,5516,WBGene00022046,OK,embryo.time,-42.975620170983,1.492115398687,-28.8018072923821,2.84307252233897e-178,-0.006169332317357,count,2.6412143732529e-175,0.698790033717949
nhr-76,18,WBGene00015497,OK,embryo.time,-19.011129661061,31.770635126168,-0.598386830655532,0.549589587365028,-0.0004232980874546,count,1.0,-6.30521905619194
madf-1,149,WBGene00021942,OK,embryo.time,97.693241532264,7.754578181785,12.5981374153572,3.1043672209773395e-36,8.71951120332885e-05,count,2.38725839293157e-33,-9.68922015706914
egrh-2,38,WBGene00043705,OK,embryo.time,-18.538878709976,19.380537259180002,-0.95657197022207,0.338796542518966,-0.0006881494487961,count,1.0,-5.66433935897568
Y55F3AM.14,5,WBGene00021931,OK,embryo.time,-10.431452318739,45.440598812631,-0.229562386749175,0.818434517450761,-7.45614041293843e-05,count,1.0,-7.5587204090469
ets-8,1,WBGene00016798,OK,embryo.time,-102.16258743283,93.954985007253,-1.08735675307641,0.276894136316957,-0.0027320041783188,count,1.0,-6.08051427527061
nhr-41,50,WBGene00022423,OK,embryo.time,67.442794269374,11.952990371477,5.64233653448838,1.70351549616938e-08,9.2869700050102e-05,count,9.82928441289732e-06,-9.25071902201585
nhr-122,1186,WBGene00003712,OK,embryo.time,-20.769726247167,3.431083502257,-6.05340156644388,1.44708123498948e-09,-0.0027952930556373,count,8.6246041605373e-07,-1.97246560411971
nhr-87,783,WBGene00003677,OK,embryo.time,-5.105033305838,3.977633343368,-1.28343486318294,0.1993567434078,-0.0006070663363876,count,1.0,-3.05945017262335
nhr-146,1151,WBGene00045255,OK,embryo.time,-0.16396528990570902,3.168737479877,-0.0517446746367973,0.958732729666436,-2.03001627157294e-05,count,1.0,-2.8049933055893
egl-18,463,WBGene00001186,OK,embryo.time,9.146774847393,4.932407383224,1.85442404423078,0.0636953109125263,0.0008537896002787,count,1.0,-3.99972284555299
elt-6,176,WBGene00001253,OK,embryo.time,17.154558372255,8.026692228802,2.13718900429493,0.0325964286899644,0.0007784086473208,count,1.0,-5.38508179888204
lin-1,837,WBGene00002990,OK,embryo.time,7.162078483658999,3.705837535908,1.93264772517976,0.0532957085587936,0.0007991938858574,count,1.0,-3.37756894911543
nhr-236,21,WBGene00021417,OK,embryo.time,19.221581811937998,22.158144341213998,0.867472542643639,0.385695032029206,0.0001278323693612,count,1.0,-7.63593462859758
ngn-1,545,WBGene00003595,OK,embryo.time,-22.930066711587,6.811250685888,-3.36649871940452,0.0007629259524176,-0.0030194573010658,count,0.350183012159716,-2.25641310014154
nhr-277,11,WBGene00022374,OK,embryo.time,53.682255130936,25.254871715998004,2.12561979069292,0.0335488804404322,3.21354364211942e-05,count,1.0,-10.0885037675812
dmd-9,22,WBGene00022060,OK,embryo.time,57.535026047837,18.524404235959,3.10590426093979,0.0019000098750582,6.38399506843159e-05,count,0.830304315400446,-9.4680253526418
zip-11,932,WBGene00021082,OK,embryo.time,-42.645206942882,4.069625988996,-10.4789007781514,1.28576482238903e-25,-0.0059497568231646,count,9.23179142475324e-23,-1.22339237359932
ceh-53,248,WBGene00015651,OK,embryo.time,4.983848148896,7.026524775133,0.709290624937986,0.478153584652276,0.0003791885625132,count,1.0,-4.4958275501166
Y37E11B.1,1167,WBGene00021374,OK,embryo.time,-35.273861890778,3.572651947025,-9.87329927846631,6.23812239245029e-23,-0.0048908150275931,count,4.42906689863971e-20,-1.39720271187393
unc-17,17,WBGene00006756,OK,embryo.time,80.551051302175,16.231724327682,4.96256895915858,7.02195742453913e-07,2.40870385301011e-05,count,0.0003833988753798,-10.7860259662444
madf-9,3,WBGene00022608,OK,embryo.time,94.22429978236,41.870957644322,2.250349767081,0.0244391046109369,1.64134630741672e-06,count,1.0,-13.6316087390173
zag-1,392,WBGene00006970,OK,embryo.time,4.339253700511,5.514511342453,0.786879096087153,0.43136329041589,0.0004013087244931,count,1.0,-4.02548129604173
hlh-30,1739,WBGene00020930,OK,embryo.time,-1.320466138103,2.566740674366,-0.514452492723882,0.606942156922408,-0.0001731069882977,count,1.0,-2.30743500414232
pqn-75,297,WBGene00004157,OK,embryo.time,-139.876331796947,21.392561192108,-6.53855003806409,6.383402015144429e-11,-0.0200441964446834,count,3.90664203326839e-08,0.397134742894018
pax-2,6,WBGene00003938,OK,embryo.time,-136.372396971784,67.887228251842,-2.00880784918603,0.0445728304930355,-0.0142105759931877,count,1.0,-3.64250654628032
nhr-78,850,WBGene00003668,OK,embryo.time,-47.207314849418,4.31755708844,-10.9338021206031,9.76635006246798e-28,-0.0065803077118711,count,7.11966919553916e-25,-1.25021684320773
ZK185.1,55,WBGene00022681,OK,embryo.time,36.662701980509,13.509982282046,2.71374907939225,0.0066591597654997,0.0002918890580921,count,1.0,-7.44730724066489
F19C7.8,3258,WBGene00017597,OK,embryo.time,68.15667970441899,1.165904185988,58.4582168273403,0.0,0.0067684991756746,count,0.0,-3.81615989087774
ubc-9,1470,WBGene00006706,OK,embryo.time,-45.862347319059005,3.4052650144329997,-13.4680699225096,3.86301654165203e-41,-0.0064737092741699,count,3.0170159190302403e-38,-0.789018622868556
nhr-104,1454,WBGene00003694,OK,embryo.time,12.997589953906001,2.622992504642,4.95525241909869,7.29103582626068e-07,0.0015319925477314,count,0.0003973614525312,-3.10970198915056
eor-1,2996,WBGene00001324,OK,embryo.time,-61.995875346916,2.273030423641,-27.2745470989321,1.88059667642443e-160,-0.0088930836331583,count,1.7357907323397502e-157,0.558535681248082
pes-1,72,WBGene00003976,OK,embryo.time,-204.262359832114,23.519964175596,-8.68463737049593,4.12869570585371e-18,-0.0293704878742951,count,2.8488000370390603e-15,1.10435989664069
soc-2,1170,WBGene00004929,OK,embryo.time,52.952140960092,2.38929259606,22.1622672113959,2.36538147182535e-107,0.0028199373353821,count,2.10282412845274e-104,-5.14376154397957
tni-4,311,WBGene00006586,OK,embryo.time,65.29436018036,4.369032805039,14.9448088613665,3.43232806614418e-50,0.0008592765834216,count,2.7733210774445e-47,-6.90728372346397
ehn-3,99,WBGene00001223,OK,embryo.time,7.754007677726,18.179633654478998,0.42652166842845,0.669733003281922,0.0003896247032522,count,1.0,-5.2321054518464
fkh-7,369,WBGene00001439,OK,embryo.time,-23.737676256009,6.805766218111001,-3.48787711703021,0.0004880659558573,-0.0027811177142419,count,0.228414867341234,-3.14030487606928
skn-1,952,WBGene00004804,OK,embryo.time,-6.19454279092,3.733080528487,-1.65936489814495,0.0970601852720383,-0.0007674800593375,count,1.0,-2.79964408601672
